LSTM_kl_ml	0	0.469776	0.978143	0.469289	0.978173	284.683	
LSTM_kl_ml	12754	0.26192	0.499158	0.261088	0.497305	1022.24	
LSTM_kl_ml	25508	0.261494	0.471935	0.264172	0.475708	1759.22	
LSTM_kl_ml	38262	0.180567	0.425977	0.184342	0.431389	2499.85	
LSTM_kl_ml	51016	0.219984	0.414043	0.223516	0.420018	3237.91	
LSTM_kl_ml	63770	0.11426	0.356301	0.118386	0.364062	3981.99	
LSTM_kl_ml	76524	0.103213	0.325842	0.10777	0.335681	4720.81	
LSTM_kl_ml	89278	0.101179	0.319643	0.106039	0.3303	5460.14	
LSTM_kl_ml	102032	0.100195	0.316441	0.105227	0.327402	6199.05	
LSTM_kl_ml	114786	0.0997115	0.314834	0.104827	0.326196	6937.84	
LSTM_kl_ml	127540	0.0994748	0.314044	0.104621	0.325681	7677.28	
LSTM_kl_rl	0	0.0720931	0.913504	0.0720554	0.913901	284.289	
LSTM_kl_rl	12754	0.0313459	0.584367	0.0312822	0.584665	1024.2	
LSTM_kl_rl	25508	0.0285763	0.507245	0.0284939	0.505335	1762.55	
LSTM_kl_rl	38262	0.0260261	0.446747	0.0259684	0.446617	2499.93	
LSTM_kl_rl	51016	0.0244086	0.415199	0.0244129	0.415913	3237.86	
LSTM_kl_rl	63770	0.023526	0.40081	0.0235786	0.402175	3976.64	
LSTM_kl_rl	76524	0.023109	0.394119	0.0231855	0.396129	4716.79	
LSTM_kl_rl	89278	0.0228865	0.390682	0.0229739	0.392978	5454.96	
LSTM_kl_rl	102032	0.0227703	0.388853	0.0228628	0.391286	6194.61	
LSTM_kl_rl	114786	0.0227114	0.387953	0.0228062	0.390275	6932.26	
LSTM_kl_rl	127540	0.0226817	0.387512	0.0227771	0.389887	7668.64	
LSTM_base	0	5.65516	0.993368	5.65548	0.993468	276.59	
LSTM_base	12754	1.69484	0.364442	1.72563	0.368959	996.818	
LSTM_base	25508	1.60122	0.345567	1.64204	0.351389	1717.26	
LSTM_base	38262	1.5557	0.337735	1.60312	0.344412	2437.53	
LSTM_base	51016	1.52341	0.330543	1.57625	0.338521	3157.98	
LSTM_base	63770	1.42797	0.311725	1.49983	0.322698	3878.45	
LSTM_base	76524	1.3726	0.299686	1.46285	0.313759	4598.91	
LSTM_base	89278	1.33916	0.292067	1.44246	0.308894	5319.69	
LSTM_base	102032	1.31901	0.287409	1.43076	0.306361	6040.62	
LSTM_base	114786	1.30811	0.284804	1.42521	0.305228	6759.88	
LSTM_base	127540	1.3027	0.283546	1.4227	0.304379	7480.69	
