RNN1_kl_ml	0	0.504471	0.991647	0.504507	0.991662	146.899	
RNN1_kl_ml	12754	0.201172	0.60617	0.200454	0.603719	561.23	
RNN1_kl_ml	25508	0.199247	0.602339	0.198439	0.600108	974.439	
RNN1_kl_ml	38262	0.196617	0.591486	0.195948	0.59009	1388.81	
RNN1_kl_ml	51016	0.195766	0.589721	0.19519	0.589194	1801.48	
RNN1_kl_ml	63770	0.190299	0.573979	0.189785	0.572302	2214.59	
RNN1_kl_ml	76524	0.188145	0.566884	0.187682	0.564877	2627.87	
RNN1_kl_ml	89278	0.186602	0.562231	0.186191	0.561001	3041.2	
RNN1_kl_ml	102032	0.185703	0.560254	0.185316	0.558984	3454.39	
RNN1_kl_ml	114786	0.185178	0.558937	0.1848	0.557693	3866.96	
RNN1_kl_ml	127540	0.184872	0.557938	0.184495	0.556652	4280.22	
RNN1_kl_rl	0	0.0670503	0.971256	0.0669729	0.971757	146.214	
RNN1_kl_rl	12754	0.0334289	0.643217	0.0333853	0.642605	561.117	
RNN1_kl_rl	25508	0.0333746	0.641689	0.0333299	0.640928	975.047	
RNN1_kl_rl	38262	0.0333559	0.640811	0.0333109	0.63993	1389.94	
RNN1_kl_rl	51016	0.0332648	0.639648	0.0332202	0.638411	1804.65	
RNN1_kl_rl	63770	0.0330354	0.637117	0.0329907	0.635666	2219.35	
RNN1_kl_rl	76524	0.0329595	0.637046	0.0329107	0.635826	2633.71	
RNN1_kl_rl	89278	0.0329192	0.636927	0.0328683	0.635558	3047.88	
RNN1_kl_rl	102032	0.0328958	0.636769	0.0328444	0.635443	3463.06	
RNN1_kl_rl	114786	0.0328839	0.636725	0.0328325	0.63539	3878.47	
RNN1_kl_rl	127540	0.032878	0.636652	0.0328265	0.635453	4293.41	
RNN1_base	0	5.68687	0.981427	5.68663	0.980906	138.606	
RNN1_base	12754	2.39153	0.486524	2.38827	0.485776	532.983	
RNN1_base	25508	2.18088	0.445661	2.18795	0.446139	927.463	
RNN1_base	38262	2.08483	0.427213	2.09746	0.427898	1323.2	
RNN1_base	51016	2.02756	0.417088	2.04708	0.418714	1717.69	
RNN1_base	63770	1.82533	0.38108	1.86234	0.386517	2113.18	
RNN1_base	76524	1.70588	0.359068	1.75965	0.3674	2507.25	
RNN1_base	89278	1.63609	0.345087	1.70205	0.356081	2901.01	
RNN1_base	102032	1.5964	0.33666	1.67069	0.349479	3295.82	
RNN1_base	114786	1.57535	0.332079	1.65462	0.346151	3690.56	
RNN1_base	127540	1.56481	0.329701	1.64683	0.344392	4084.42	
