cp_cp_f-ml	0	126688	4449	8797	8.18194	
cp_cp_f-ml	550	3885.02	98	192	33.9552	
cp_cp_f-ml	1100	2840.06	84	163	59.6044	
cp_cp_f-ml	1650	2036.82	69	125	85.2853	
cp_cp_f-ml	2200	1867.63	68	128	110.957	
cp_cp_f-ml	2750	1409.64	57	112	136.628	
cp_cp_f-ml	3300	1266.31	60	110	162.282	
cp_cp_f-ml	3850	1008.36	50	92	187.939	
cp_cp_f-ml	4400	993.06	46	94	213.619	
cp_cp_f-ml	4950	1032.76	62	115	239.293	
cp_cp_f-ml	5500	967.067	50	107	264.92	
cp_cp_f-ml	6050	885.571	55	106	290.579	
cp_cp_f-ml	6600	671.62	46	99	316.197	
cp_cp_f-ml	7150	545.41	48	86	341.824	
cp_cp_f-ml	7700	538.563	47	95	367.471	
cp_cp_f-ml	8250	403.4	50	79	393.073	
cp_cp_f-ml	8800	403.269	49	87	418.737	
cp_cp_f-ml	9350	402.276	46	93	444.358	
cp_cp_f-ml	9900	265.902	43	72	469.998	
cp_cp_f-ml	10450	275.068	50	79	495.645	
cp_cp_f-ml	11000	219.821	44	82	521.264	
cp_cp_f-rl	0	49395.1	4291	8447	7.66827	
cp_cp_f-rl	550	22397.3	2077	4027	33.2153	
cp_cp_f-rl	1100	11176.1	1049	2006	58.7158	
cp_cp_f-rl	1650	5886.18	503	1045	84.2297	
cp_cp_f-rl	2200	5569.87	487	985	109.748	
cp_cp_f-rl	2750	5485.35	493	994	135.243	
cp_cp_f-rl	3300	656.077	72	128	160.742	
cp_cp_f-rl	3850	554.843	61	109	186.27	
cp_cp_f-rl	4400	459.543	65	99	211.775	
cp_cp_f-rl	4950	434.661	56	103	237.279	
cp_cp_f-rl	5500	370.256	53	94	262.794	
cp_cp_f-rl	6050	360.733	65	106	288.276	
cp_cp_f-rl	6600	335.245	55	98	313.804	
cp_cp_f-rl	7150	240.799	55	93	339.306	
cp_cp_f-rl	7700	245.253	51	92	364.808	
cp_cp_f-rl	8250	219.458	50	76	390.325	
cp_cp_f-rl	8800	194.042	52	80	415.827	
cp_cp_f-rl	9350	200.451	50	84	441.336	
cp_cp_f-rl	9900	181.84	46	80	466.859	
cp_cp_f-rl	10450	179.814	48	100	492.362	
cp_cp_f-rl	11000	163.399	54	97	517.865	
cp_cp_f-kl_rl	0	11411.4	4510	8968	7.80619	
cp_cp_f-kl_rl	550	1259.38	115	239	33.9204	
cp_cp_f-kl_rl	1100	966.608	75	153	60.025	
cp_cp_f-kl_rl	1650	888.147	72	142	86.2173	
cp_cp_f-kl_rl	2200	804.762	63	132	112.42	
cp_cp_f-kl_rl	2750	747.632	58	112	138.528	
cp_cp_f-kl_rl	3300	727.127	52	107	164.572	
cp_cp_f-kl_rl	3850	682.244	57	100	190.614	
cp_cp_f-kl_rl	4400	641.435	50	99	216.672	
cp_cp_f-kl_rl	4950	624.165	48	96	242.684	
cp_cp_f-kl_rl	5500	604.377	48	98	268.719	
cp_cp_f-kl_rl	6050	583.934	45	92	294.772	
cp_cp_f-kl_rl	6600	571.873	44	88	320.79	
cp_cp_f-kl_rl	7150	571.387	42	90	347.012	
cp_cp_f-kl_rl	7700	551.845	45	90	373.161	
cp_cp_f-kl_rl	8250	538.818	45	91	399.314	
cp_cp_f-kl_rl	8800	523.971	41	88	425.37	
cp_cp_f-kl_rl	9350	528.844	44	91	451.534	
cp_cp_f-kl_rl	9900	503.905	42	85	477.648	
cp_cp_f-kl_rl	10450	494.22	43	87	503.809	
cp_cp_f-kl_rl	11000	488.154	43	84	529.914	
cp_cp_f-kl_ml	0	39803.8	4515	9010	7.81224	
cp_cp_f-kl_ml	550	1233.39	111	177	33.643	
cp_cp_f-kl_ml	1100	953.077	69	129	59.5171	
cp_cp_f-kl_ml	1650	825.003	65	120	85.4034	
cp_cp_f-kl_ml	2200	753.779	59	112	111.254	
cp_cp_f-kl_ml	2750	712.376	55	103	137.155	
cp_cp_f-kl_ml	3300	683.871	54	103	163.199	
cp_cp_f-kl_ml	3850	669.887	48	93	189.025	
cp_cp_f-kl_ml	4400	599.524	47	92	214.862	
cp_cp_f-kl_ml	4950	579.328	47	84	241.031	
cp_cp_f-kl_ml	5500	573.544	49	89	266.999	
cp_cp_f-kl_ml	6050	534.234	46	85	292.88	
cp_cp_f-kl_ml	6600	522.816	46	83	318.689	
cp_cp_f-kl_ml	7150	515.053	42	94	344.552	
cp_cp_f-kl_ml	7700	492.536	45	79	370.458	
cp_cp_f-kl_ml	8250	491.072	40	83	396.261	
cp_cp_f-kl_ml	8800	482.584	42	87	422.23	
cp_cp_f-kl_ml	9350	462.697	42	77	448.041	
cp_cp_f-kl_ml	9900	471.463	44	84	473.867	
cp_cp_f-kl_ml	10450	452.403	38	79	499.698	
cp_cp_f-kl_ml	11000	435.393	39	80	525.497	
