f_f-gd	0	125009	4040	8109	1.01113	
f_f-gd	550	5088.52	148	319	3.00916	
f_f-gd	1100	3360.12	113	287	5.00012	
f_f-gd	1650	2268.28	104	245	7.0064	
f_f-gd	2200	1650.36	97	221	9.01514	
f_f-gd	2750	1191.15	109	217	11.0143	
f_f-gd	3300	598.044	82	168	13.0434	
f_f-gd	3850	425.271	93	180	15.0456	
f_f-gd	4400	316.958	84	174	17.0451	
f_f-gd	4950	158.708	77	161	19.0403	
f_f-gd	5500	122.972	79	166	21.0455	
f_f-gd	6050	91.8254	82	159	23.047	
f_f-gd	6600	70.8852	74	152	25.0496	
f_f-gd	7150	71.5215	78	151	27.057	
f_f-gd	7700	53.4042	80	155	29.0484	
f_f-gd	8250	46.924	78	154	31.0449	
f_f-gd	8800	43.1367	79	152	33.0362	
f_f-gd	9350	41.2609	79	156	35.027	
f_f-gd	9900	37.1027	75	154	37.027	
f_f-gd	10450	34.9452	77	152	39.0205	
f_f-gd	11000	32.1027	76	157	41.0128	
f_f-mom	0	128459	4796	9599	0.870854	
f_f-mom	550	5344.35	153	360	2.98663	
f_f-mom	1100	3031.59	124	249	5.08418	
f_f-mom	1650	2381.99	110	253	7.18891	
f_f-mom	2200	1332.96	94	200	9.29746	
f_f-mom	2750	840.659	88	196	11.4059	
f_f-mom	3300	821.987	93	191	13.5655	
f_f-mom	3850	386.563	74	172	15.6731	
f_f-mom	4400	332.969	75	168	17.7658	
f_f-mom	4950	134.641	67	152	19.8625	
f_f-mom	5500	86.0954	73	148	21.9567	
f_f-mom	6050	71.5351	69	155	24.0847	
f_f-mom	6600	76.0238	71	151	26.1748	
f_f-mom	7150	53.5823	67	152	28.2755	
f_f-mom	7700	48.8592	68	152	30.3706	
f_f-mom	8250	42.6496	68	152	32.4681	
f_f-mom	8800	38.6866	72	148	34.5862	
f_f-mom	9350	37.152	71	147	36.6884	
f_f-mom	9900	34.3108	68	148	38.7809	
f_f-mom	10450	31.1751	67	145	40.8863	
f_f-mom	11000	29.4285	68	147	43.0032	
f_f-rms	0	128059	4566	9184	0.887985	
f_f-rms	550	5241.59	165	343	3.21813	
f_f-rms	1100	2927.75	123	239	5.52394	
f_f-rms	1650	2039.87	102	238	7.81532	
f_f-rms	2200	1301.94	95	195	10.1078	
f_f-rms	2750	1207.63	102	206	12.4121	
f_f-rms	3300	897.957	105	197	14.7052	
f_f-rms	3850	747.805	97	189	17.0056	
f_f-rms	4400	579.316	90	175	19.2991	
f_f-rms	4950	484.655	85	186	21.597	
f_f-rms	5500	729.685	102	193	23.9078	
f_f-rms	6050	339.024	93	198	26.1936	
f_f-rms	6600	244.518	90	184	28.4845	
f_f-rms	7150	303.709	83	199	30.772	
f_f-rms	7700	257.762	80	191	33.076	
f_f-rms	8250	182.946	91	183	35.3978	
f_f-rms	8800	389.267	97	185	37.7094	
f_f-rms	9350	148.16	84	173	40.0151	
f_f-rms	9900	514.508	111	208	42.3246	
f_f-rms	10450	188.108	89	184	44.6442	
f_f-rms	11000	115.636	80	188	46.9392	
f_f-alt	0	125602	4273	8448	0.866143	
f_f-alt	550	5966.72	168	366	3.23697	
f_f-alt	1100	3513.75	137	266	5.61161	
f_f-alt	1650	2105.14	98	225	7.99673	
f_f-alt	2200	1423.81	96	190	10.3798	
f_f-alt	2750	978.646	76	187	12.7457	
f_f-alt	3300	1136.69	100	206	15.1268	
f_f-alt	3850	792.243	92	202	17.5246	
f_f-alt	4400	609.565	96	213	19.918	
f_f-alt	4950	510.637	92	196	22.3144	
f_f-alt	5500	661.152	98	201	24.7257	
f_f-alt	6050	198.059	86	188	27.123	
f_f-alt	6600	467.062	82	209	29.5194	
f_f-alt	7150	301.543	84	171	31.8983	
f_f-alt	7700	273.977	76	191	34.2689	
f_f-alt	8250	402.544	89	198	36.6421	
f_f-alt	8800	264.031	86	191	39.0279	
f_f-alt	9350	307.217	84	177	41.4049	
f_f-alt	9900	110.53	78	177	43.7759	
f_f-alt	10450	71.4227	85	173	46.1328	
f_f-alt	11000	198.468	88	180	48.5027	
